asset_path,asset_type,species_or_form,sha256,source_repository,source_commit,upstream_credit_entry,duplicate_group,status,notes
.upstream/cfru/follower_mon_sprites/gFollowingMonPic_0030_Nidorina.png,sprite,UNRESOLVED,afa567d62f00ab00937fae73870740a6a8ed97a00116e0a7f4f644a9168ff164,local pinned upstream,see build-lock.json,upstream repository credits,,PROVENANCE_UNKNOWN,requires visual/contact-sheet review
.upstream/cfru/follower_mon_sprites/gFollowingMonPic_0031_Nidoqueen.png,sprite,UNRESOLVED,2e79b0f51ef2e01b65f5b73bb43806e7fca5ec7c696a4df0d5fdabd446fae0e2,local pinned upstream,see build-lock.json,upstream repository credits,,PROVENANCE_UNKNOWN,requires visual/contact-sheet review
.upstream/cfru/follower_mon_sprites/gFollowingMonPic_0032_Nidoran_M.png,sprite,UNRESOLVED,4b0d1801cdd169d386887045996a9bdbf366508ec8db0be44f5100bd5029353a,local pinned upstream,see build-lock.json,upstream repository credits,,PROVENANCE_UNKNOWN,requires visual/contact-sheet review
.upstream/cfru/follower_mon_sprites/gFollowingMonPic_0033_Nidorino.png,sprite,UNRESOLVED,917d5e9a022addd2e0b1311876fb3e0d37816c164bb21a447adac534c6d7d73e,local pinned upstream,see build-lock.json,upstream repository credits,,PROVENANCE_UNKNOWN,requires visual/contact-sheet review
.upstream/cfru/follower_mon_sprites/gFollowingMonPic_0034_Nidoking.png,sprite,UNRESOLVED,8c74d2d4ee9de1a215e5c5251cc45c128a96be5d58e161716ff18e20a5a5a487,local pinned upstream,see build-lock.json,upstream repository credits,,PROVENANCE_UNKNOWN,requires visual/contact-sheet review
.upstream/cfru/follower_mon_sprites/gFollowingMonPic_0035_Clefairy.png,sprite,UNRESOLVED,b2a28037cca5f24f6abf0b2ff74291f92d86969628f86acd687b8c1fbf6134aa,local pinned upstream,see build-lock.json,upstream repository credits,,PROVENANCE_UNKNOWN,requires visual/contact-sheet review
.upstream/cfru/follower_mon_sprites/gFollowingMonPic_0036_Clefable.png,sprite,UNRESOLVED,4fe33a7555e7cce4ec51ea65dd8530eeb14712e52b29667eb67a07efd7dc76d0,local pinned upstream,see build-lock.json,upstream repository credits,,PROVENANCE_UNKNOWN,requires visual/contact-sheet review
.upstream/cfru/follower_mon_sprites/gFollowingMonPic_0037_Vulpix.png,sprite,UNRESOLVED,7146e155e1c7236e9ec537949d9de07c91bc8e565db9eece3c3b58d551bd532a,local pinned upstream,see build-lock.json,upstream repository credits,,PROVENANCE_UNKNOWN,requires visual/contact-sheet review
.upstream/cfru/follower_mon_sprites/gFollowingMonPic_0038_Ninetales.png,sprite,UNRESOLVED,6278ccf1cfff816e8b7e2d130ead3989a770b9551d6c2294d908170488c50f2c,local pinned upstream,see build-lock.json,upstream repository credits,,PROVENANCE_UNKNOWN,requires visual/contact-sheet review
.upstream/cfru/follower_mon_sprites/gFollowingMonPic_0039_Jigglypuff.png,sprite,UNRESOLVED,bd71f3fe72480b11ed5ee74bd8147158d39edb7349df52c553161c14712eefd9,local pinned upstream,see build-lock.json,upstream repository credits,,PROVENANCE_UNKNOWN,requires visual/contact-sheet review
.upstream/cfru/follower_mon_sprites/gFollowingMonPic_0040_Wigglytuff.png,sprite,UNRESOLVED,563154d40ebc6fbcb01f333eb727f9f5ebe2c5e17c890b763d852123ef597928,local pinned upstream,see build-lock.json,upstream repository credits,,PROVENANCE_UNKNOWN,requires visual/contact-sheet review
.upstream/cfru/follower_mon_sprites/gFollowingMonPic_0041_Zubat.png,sprite,UNRESOLVED,f2e94ccae000a6510a529afa76b81db43caf77f8c0d1144bd9aef5ab8dd5def7,local pinned upstream,see build-lock.json,upstream repository credits,,PROVENANCE_UNKNOWN,requires visual/contact-sheet review
.upstream/cfru/follower_mon_sprites/gFollowingMonPic_0042_Golbat.png,sprite,UNRESOLVED,81126ab996a31640438d39ecb3eef84f7a2ff5e25a3e9f9989f7682c13f13db7,local pinned upstream,see build-lock.json,upstream repository credits,,PROVENANCE_UNKNOWN,requires visual/contact-sheet review
.upstream/cfru/follower_mon_sprites/gFollowingMonPic_0043_Oddish.png,sprite,UNRESOLVED,7fb8489a7a1cc78ab012ae77565f754c388e030f00601c2c406d6990d35a64e6,local pinned upstream,see build-lock.json,upstream repository credits,,PROVENANCE_UNKNOWN,requires visual/contact-sheet review
.upstream/cfru/follower_mon_sprites/gFollowingMonPic_0044_Gloom.png,sprite,UNRESOLVED,32e0466d425e66d36640780fcf55731d04bf950a7ad8228ab8aac28b7f69d196,local pinned upstream,see build-lock.json,upstream repository credits,,PROVENANCE_UNKNOWN,requires visual/contact-sheet review
.upstream/cfru/follower_mon_sprites/gFollowingMonPic_0045_Vileplume.png,sprite,UNRESOLVED,9ecb1be286a7ad5d2a889c49b2f004bdda6dc045170b1cc23eca3dc962aaa8c3,local pinned upstream,see build-lock.json,upstream repository credits,,PROVENANCE_UNKNOWN,requires visual/contact-sheet review
.upstream/cfru/follower_mon_sprites/gFollowingMonPic_0046_Paras.png,sprite,UNRESOLVED,05d264e49d2b8f00f18fe06eaa876e48a650f70818ea0778b8ceb30a508f0360,local pinned upstream,see build-lock.json,upstream repository credits,,PROVENANCE_UNKNOWN,requires visual/contact-sheet review
.upstream/cfru/follower_mon_sprites/gFollowingMonPic_0047_Parasect.png,sprite,UNRESOLVED,ee53d3a12fd4bde5a45acc8657160bfeefcf428adc7c7bb8de0534d095b8fdf1,local pinned upstream,see build-lock.json,upstream repository credits,,PROVENANCE_UNKNOWN,requires visual/contact-sheet review
.upstream/cfru/follower_mon_sprites/gFollowingMonPic_0048_Venonat.png,sprite,UNRESOLVED,e877f308116f0ecdf59c9340f2800e43e77ea1f4272abf6310d4f66e6fa6ad0a,local pinned upstream,see build-lock.json,upstream repository credits,,PROVENANCE_UNKNOWN,requires visual/contact-sheet review
.upstream/cfru/follower_mon_sprites/gFollowingMonPic_0049_Venomoth.png,sprite,UNRESOLVED,2904c3c09e0c3f67a3f9adc92c01973cf78e63751b3ccb48eb17842b50b46b6a,local pinned upstream,see build-lock.json,upstream repository credits,,PROVENANCE_UNKNOWN,requires visual/contact-sheet review
.upstream/cfru/follower_mon_sprites/gFollowingMonPic_0050_Diglett.png,sprite,UNRESOLVED,f3a04d9861e5256e93e8f3efb11f8bed86a5894c03db23f932285291afc97cca,local pinned upstream,see build-lock.json,upstream repository credits,,PROVENANCE_UNKNOWN,requires visual/contact-sheet review
.upstream/cfru/follower_mon_sprites/gFollowingMonPic_0051_Dugtrio.png,sprite,UNRESOLVED,14ed3802f49aba595fb25b1c5211f6202bdcf91f5b038eca84ed7589b7942634,local pinned upstream,see build-lock.json,upstream repository credits,,PROVENANCE_UNKNOWN,requires visual/contact-sheet review
.upstream/cfru/follower_mon_sprites/gFollowingMonPic_0052_Meowth.png,sprite,UNRESOLVED,188573e52c3c162b16eb7cda6170f15bcdcd5d5f8b808ad22f715089ca5b1a85,local pinned upstream,see build-lock.json,upstream repository credits,,PROVENANCE_UNKNOWN,requires visual/contact-sheet review
.upstream/cfru/follower_mon_sprites/gFollowingMonPic_0053_Persian.png,sprite,UNRESOLVED,43b49de70f41f3b5278d9fbcd00e4f3af2c2aee79e823b06328a8b7ea3b9e73f,local pinned upstream,see build-lock.json,upstream repository credits,,PROVENANCE_UNKNOWN,requires visual/contact-sheet review
.upstream/cfru/follower_mon_sprites/gFollowingMonPic_0054_Psyduck.png,sprite,UNRESOLVED,c4ccefc05df9e6baa2e963e582bb126467d1ff54b3279ec5098843a84cf19bb6,local pinned upstream,see build-lock.json,upstream repository credits,,PROVENANCE_UNKNOWN,requires visual/contact-sheet review
.upstream/cfru/follower_mon_sprites/gFollowingMonPic_0055_Golduck.png,sprite,UNRESOLVED,2826c9fb5db592289f25b981b50e5129438e95a8c3124028071d2020f4ae483e,local pinned upstream,see build-lock.json,upstream repository credits,,PROVENANCE_UNKNOWN,requires visual/contact-sheet review
.upstream/cfru/follower_mon_sprites/gFollowingMonPic_0056_Mankey.png,sprite,UNRESOLVED,3683a8d42a2e7622fde88abb1cba9c651674d39de42d4f815e062a4a70584bad,local pinned upstream,see build-lock.json,upstream repository credits,,PROVENANCE_UNKNOWN,requires visual/contact-sheet review
.upstream/cfru/follower_mon_sprites/gFollowingMonPic_0057_Primeape.png,sprite,UNRESOLVED,57befc1385d412a0a6d3a4e7aba19a2ced3464d2ae1ba8cd95d7d531a2c6aa10,local pinned upstream,see build-lock.json,upstream repository credits,,PROVENANCE_UNKNOWN,requires visual/contact-sheet review
.upstream/cfru/follower_mon_sprites/gFollowingMonPic_0058_Growlithe.png,sprite,UNRESOLVED,2b664bd86197296c455b057081bf95e783727aa6d03120c650b476f280c8da96,local pinned upstream,see build-lock.json,upstream repository credits,,PROVENANCE_UNKNOWN,requires visual/contact-sheet review
.upstream/cfru/follower_mon_sprites/gFollowingMonPic_0059_Arcanine.png,sprite,UNRESOLVED,ca168be228f215a6ad28d4ea0f218e3158cfecc937c7fa133bfc7228aba698b0,local pinned upstream,see build-lock.json,upstream repository credits,,PROVENANCE_UNKNOWN,requires visual/contact-sheet review
.upstream/cfru/follower_mon_sprites/gFollowingMonPic_0060_Poliwag.png,sprite,UNRESOLVED,6b9ae4bd373b15049217729181550cff4536aecb98f43362770b9bbee2d0d99d,local pinned upstream,see build-lock.json,upstream repository credits,,PROVENANCE_UNKNOWN,requires visual/contact-sheet review
.upstream/cfru/follower_mon_sprites/gFollowingMonPic_0061_Poliwhirl.png,sprite,UNRESOLVED,bca3ebc7611c56e7152c9c585ec3eef649da036750a8b4845d432ada816c630e,local pinned upstream,see build-lock.json,upstream repository credits,,PROVENANCE_UNKNOWN,requires visual/contact-sheet review
.upstream/cfru/follower_mon_sprites/gFollowingMonPic_0062_Poliwrath.png,sprite,UNRESOLVED,a47f08d7c1ff292dc5ce21eccd4b466a39e05e06083c6a031996c45d905fac0c,local pinned upstream,see build-lock.json,upstream repository credits,,PROVENANCE_UNKNOWN,requires visual/contact-sheet review
.upstream/cfru/follower_mon_sprites/gFollowingMonPic_0063_Abra.png,sprite,UNRESOLVED,3b758f00bb66db8fde70618a159f235b42df850fab4636062b753955cd0929da,local pinned upstream,see build-lock.json,upstream repository credits,,PROVENANCE_UNKNOWN,requires visual/contact-sheet review
.upstream/cfru/follower_mon_sprites/gFollowingMonPic_0064_Kadabra.png,sprite,UNRESOLVED,720ff562a39914955c4a8c6aa3b2e6f81b3852d9c3e27da36b0e16fe5556deef,local pinned upstream,see build-lock.json,upstream repository credits,,PROVENANCE_UNKNOWN,requires visual/contact-sheet review
.upstream/cfru/follower_mon_sprites/gFollowingMonPic_0065_Alakazam.png,sprite,UNRESOLVED,fed62242c126c9e59084bfe2b5a336843052c3ff6eeb4ca6a376104aa666fa3c,local pinned upstream,see build-lock.json,upstream repository credits,,PROVENANCE_UNKNOWN,requires visual/contact-sheet review
.upstream/cfru/follower_mon_sprites/gFollowingMonPic_0066_Machop.png,sprite,UNRESOLVED,66dcdf53aaccafaa08ff624351c33cf583ce2c36a5c1a36f3cfb259e4f97055a,local pinned upstream,see build-lock.json,upstream repository credits,,PROVENANCE_UNKNOWN,requires visual/contact-sheet review
.upstream/cfru/follower_mon_sprites/gFollowingMonPic_0067_Machoke.png,sprite,UNRESOLVED,5707e9555532dbe941070cb7f5fbd0daff3cfe1cba1ccad766245b161ecef955,local pinned upstream,see build-lock.json,upstream repository credits,,PROVENANCE_UNKNOWN,requires visual/contact-sheet review
.upstream/cfru/follower_mon_sprites/gFollowingMonPic_0068_Machamp.png,sprite,UNRESOLVED,4fcf37b0c8d5d257df7aa5e147e1ad1a6057f5df9e3d01813a4fb9c33656973a,local pinned upstream,see build-lock.json,upstream repository credits,,PROVENANCE_UNKNOWN,requires visual/contact-sheet review
.upstream/cfru/follower_mon_sprites/gFollowingMonPic_0069_Bellsprout.png,sprite,UNRESOLVED,04ed87b14b2f9182b305ba481ba1708ae28caed98139b7587f8b757a2272c389,local pinned upstream,see build-lock.json,upstream repository credits,,PROVENANCE_UNKNOWN,requires visual/contact-sheet review
.upstream/cfru/follower_mon_sprites/gFollowingMonPic_0070_Weepinbell.png,sprite,UNRESOLVED,ce89f2a229ee77b22d4b133a08c197d09f69fe13778eb8b697a407eda79ba343,local pinned upstream,see build-lock.json,upstream repository credits,,PROVENANCE_UNKNOWN,requires visual/contact-sheet review
.upstream/cfru/follower_mon_sprites/gFollowingMonPic_0071_Victreebel.png,sprite,UNRESOLVED,5bd5ef0584f593c487179ec9da31150d73be1f52b334e0fe8769c64caedd71be,local pinned upstream,see build-lock.json,upstream repository credits,,PROVENANCE_UNKNOWN,requires visual/contact-sheet review
.upstream/cfru/follower_mon_sprites/gFollowingMonPic_0072_Tentacool.png,sprite,UNRESOLVED,3186faaf5d25dda031a98a7ebfb81e28d86884f48c7d5f3c422940bcf6882998,local pinned upstream,see build-lock.json,upstream repository credits,,PROVENANCE_UNKNOWN,requires visual/contact-sheet review
.upstream/cfru/follower_mon_sprites/gFollowingMonPic_0073_Tentacruel.png,sprite,UNRESOLVED,7ee20108649fc0fee17c6c6d6443a20e780be8b68b7ffcbd73cc844fe89d4275,local pinned upstream,see build-lock.json,upstream repository credits,,PROVENANCE_UNKNOWN,requires visual/contact-sheet review
.upstream/cfru/follower_mon_sprites/gFollowingMonPic_0074_Geodude.png,sprite,UNRESOLVED,000c479a2d505d0305fe3df98b5d7cddc9f0d391295708acf3de54347d16b91f,local pinned upstream,see build-lock.json,upstream repository credits,,PROVENANCE_UNKNOWN,requires visual/contact-sheet review
.upstream/cfru/follower_mon_sprites/gFollowingMonPic_0075_Graveler.png,sprite,UNRESOLVED,5ce7c1474c7f586b48e955e90d2b81381d360c89f1bbb22c65cec47d739c6a85,local pinned upstream,see build-lock.json,upstream repository credits,,PROVENANCE_UNKNOWN,requires visual/contact-sheet review
.upstream/cfru/follower_mon_sprites/gFollowingMonPic_0076_Golem.png,sprite,UNRESOLVED,2f5ebec6bf6829ad86f4c64a66177019bebdd98c155edcda305569aef8927fa5,local pinned upstream,see build-lock.json,upstream repository credits,,PROVENANCE_UNKNOWN,requires visual/contact-sheet review
.upstream/cfru/follower_mon_sprites/gFollowingMonPic_0077_Ponyta.png,sprite,UNRESOLVED,f697880c92ab10ea4b535f91d1ff689f8790496b90bf91318a25a1c7559fff24,local pinned upstream,see build-lock.json,upstream repository credits,,PROVENANCE_UNKNOWN,requires visual/contact-sheet review
.upstream/cfru/follower_mon_sprites/gFollowingMonPic_0078_Rapidash.png,sprite,UNRESOLVED,be323ec63713ab5e0710a838e71c8d6c171bed5997c4cc2f9cc3cfe8563acf4a,local pinned upstream,see build-lock.json,upstream repository credits,,PROVENANCE_UNKNOWN,requires visual/contact-sheet review
.upstream/cfru/follower_mon_sprites/gFollowingMonPic_0079_Slowpoke.png,sprite,UNRESOLVED,551ff59d2a25a0cb3fd5701556c020aa8380a1e55369edc474c57247d584ac98,local pinned upstream,see build-lock.json,upstream repository credits,,PROVENANCE_UNKNOWN,requires visual/contact-sheet review
.upstream/cfru/follower_mon_sprites/gFollowingMonPic_0080_Slowbro.png,sprite,UNRESOLVED,6bb77617d35b33f8d6cb1510c092d7c8194f08af20f72517b13dc228776863f6,local pinned upstream,see build-lock.json,upstream repository credits,,PROVENANCE_UNKNOWN,requires visual/contact-sheet review
.upstream/cfru/follower_mon_sprites/gFollowingMonPic_0081_Magnemite.png,sprite,UNRESOLVED,929908a838f3142cfa79f69ef5cac173379706dc2307fae751d059e267d8a2e5,local pinned upstream,see build-lock.json,upstream repository credits,,PROVENANCE_UNKNOWN,requires visual/contact-sheet review
.upstream/cfru/follower_mon_sprites/gFollowingMonPic_0082_Magneton.png,sprite,UNRESOLVED,53cde5bb4a722dbbd8169feed46258602712fd3bbeac9a7b2bd5dbfe73b29616,local pinned upstream,see build-lock.json,upstream repository credits,,PROVENANCE_UNKNOWN,requires visual/contact-sheet review
