internal_id,base_species,target_form,route_category,trigger_item,trigger_location,item_consumed,reversible,battle_only,acquisition_method,implementation_status,handler_type,handler_symbol,script_symbol,binding_source,notes
437,SPECIES_UNOWN,SPECIES_UNOWN_Z,ENCOUNTER_OR_EVOLUTION_LOCKED,,,false,false,false,research_preserve_encounter,NOT_IMPLEMENTED,PENDING,,,pending generated encounter/evolution binding,Canonical alternate form from Species_To_Pokdex_Table.c
438,SPECIES_UNOWN,SPECIES_UNOWN_EXCLAMATION,ENCOUNTER_OR_EVOLUTION_LOCKED,,,false,false,false,research_preserve_encounter,NOT_IMPLEMENTED,PENDING,,,pending generated encounter/evolution binding,Canonical alternate form from Species_To_Pokdex_Table.c
439,SPECIES_UNOWN,SPECIES_UNOWN_QUESTION,ENCOUNTER_OR_EVOLUTION_LOCKED,,,false,false,false,research_preserve_encounter,NOT_IMPLEMENTED,PENDING,,,pending generated encounter/evolution binding,Canonical alternate form from Species_To_Pokdex_Table.c
603,SPECIES_BASCULIN_RED,SPECIES_BASCULIN_RED,ENCOUNTER_OR_EVOLUTION_LOCKED,,,false,false,false,research_preserve_encounter,NOT_IMPLEMENTED,PENDING,,,pending generated encounter/evolution binding,Canonical alternate form from Species_To_Pokdex_Table.c
703,SPECIES_UNFEZANT,SPECIES_UNFEZANT_F,ENCOUNTER_OR_EVOLUTION_LOCKED,,,false,false,false,research_preserve_encounter,NOT_IMPLEMENTED,PENDING,,,pending generated encounter/evolution binding,Canonical alternate form from Species_To_Pokdex_Table.c
704,SPECIES_FRILLISH,SPECIES_FRILLISH_F,ENCOUNTER_OR_EVOLUTION_LOCKED,,,false,false,false,research_preserve_encounter,NOT_IMPLEMENTED,PENDING,,,pending generated encounter/evolution binding,Canonical alternate form from Species_To_Pokdex_Table.c
705,SPECIES_JELLICENT,SPECIES_JELLICENT_F,ENCOUNTER_OR_EVOLUTION_LOCKED,,,false,false,false,research_preserve_encounter,NOT_IMPLEMENTED,PENDING,,,pending generated encounter/evolution binding,Canonical alternate form from Species_To_Pokdex_Table.c
706,SPECIES_CRESSELIA,SPECIES_SHADOW_WARRIOR,UNSUPPORTED_PLACEHOLDER,,,false,false,false,excluded,NOT_IMPLEMENTED,INTENTIONAL_EXCLUSION,,,unsafe/non-obtainable internal slot,Canonical alternate form from Species_To_Pokdex_Table.c
707,SPECIES_BURMY,SPECIES_BURMY_SANDY,ENCOUNTER_OR_EVOLUTION_LOCKED,,,false,false,false,research_preserve_encounter,NOT_IMPLEMENTED,PENDING,,,pending generated encounter/evolution binding,Canonical alternate form from Species_To_Pokdex_Table.c
708,SPECIES_BURMY,SPECIES_BURMY_TRASH,ENCOUNTER_OR_EVOLUTION_LOCKED,,,false,false,false,research_preserve_encounter,NOT_IMPLEMENTED,PENDING,,,pending generated encounter/evolution binding,Canonical alternate form from Species_To_Pokdex_Table.c
709,SPECIES_WORMADAM,SPECIES_WORMADAM_SANDY,ENCOUNTER_OR_EVOLUTION_LOCKED,,,false,false,false,research_preserve_encounter,NOT_IMPLEMENTED,PENDING,,,pending generated encounter/evolution binding,Canonical alternate form from Species_To_Pokdex_Table.c
710,SPECIES_WORMADAM,SPECIES_WORMADAM_TRASH,ENCOUNTER_OR_EVOLUTION_LOCKED,,,false,false,false,research_preserve_encounter,NOT_IMPLEMENTED,PENDING,,,pending generated encounter/evolution binding,Canonical alternate form from Species_To_Pokdex_Table.c
711,SPECIES_SHELLOS,SPECIES_SHELLOS_EAST,ENCOUNTER_OR_EVOLUTION_LOCKED,,,false,false,false,research_preserve_encounter,NOT_IMPLEMENTED,PENDING,,,pending generated encounter/evolution binding,Canonical alternate form from Species_To_Pokdex_Table.c
712,SPECIES_GASTRODON,SPECIES_GASTRODON_EAST,ENCOUNTER_OR_EVOLUTION_LOCKED,,,false,false,false,research_preserve_encounter,NOT_IMPLEMENTED,PENDING,,,pending generated encounter/evolution binding,Canonical alternate form from Species_To_Pokdex_Table.c
713,SPECIES_ROTOM,SPECIES_ROTOM_HEAT,FORM_LAB_SELECTABLE,,,false,true,false,cinnabar_form_lab,IMPLEMENTED_UNVERIFIED,GENERATED_C_TABLE,M5FormLabApplyPreparedForm,EventScript_M5FormResearcher,generated m5_form_routes.h,Canonical alternate form from Species_To_Pokdex_Table.c
714,SPECIES_ROTOM,SPECIES_ROTOM_WASH,FORM_LAB_SELECTABLE,,,false,true,false,cinnabar_form_lab,IMPLEMENTED_UNVERIFIED,GENERATED_C_TABLE,M5FormLabApplyPreparedForm,EventScript_M5FormResearcher,generated m5_form_routes.h,Canonical alternate form from Species_To_Pokdex_Table.c
715,SPECIES_ROTOM,SPECIES_ROTOM_FROST,FORM_LAB_SELECTABLE,,,false,true,false,cinnabar_form_lab,IMPLEMENTED_UNVERIFIED,GENERATED_C_TABLE,M5FormLabApplyPreparedForm,EventScript_M5FormResearcher,generated m5_form_routes.h,Canonical alternate form from Species_To_Pokdex_Table.c
716,SPECIES_ROTOM,SPECIES_ROTOM_FAN,FORM_LAB_SELECTABLE,,,false,true,false,cinnabar_form_lab,IMPLEMENTED_UNVERIFIED,GENERATED_C_TABLE,M5FormLabApplyPreparedForm,EventScript_M5FormResearcher,generated m5_form_routes.h,Canonical alternate form from Species_To_Pokdex_Table.c
717,SPECIES_ROTOM,SPECIES_ROTOM_MOW,FORM_LAB_SELECTABLE,,,false,true,false,cinnabar_form_lab,IMPLEMENTED_UNVERIFIED,GENERATED_C_TABLE,M5FormLabApplyPreparedForm,EventScript_M5FormResearcher,generated m5_form_routes.h,Canonical alternate form from Species_To_Pokdex_Table.c
718,SPECIES_GIRATINA,SPECIES_GIRATINA_ORIGIN,HELD_ITEM_DERIVED,,,false,true,false,existing_cfru_held_item,IMPLEMENTED_UNVERIFIED,C_HANDLER,HoldItemFormChange,,CFRU held-item form table,Canonical alternate form from Species_To_Pokdex_Table.c
719,SPECIES_SHAYMIN,SPECIES_SHAYMIN_SKY,KEY_ITEM_TOGGLE,,,false,true,false,existing_cfru_key_item,IMPLEMENTED_UNVERIFIED,C_HANDLER,ItemUseCB_FormChangeItem,,CFRU reusable form item switch,Canonical alternate form from Species_To_Pokdex_Table.c
720,SPECIES_ARCEUS,SPECIES_ARCEUS_FIGHT,HELD_ITEM_DERIVED,,,false,true,false,existing_cfru_held_item,IMPLEMENTED_UNVERIFIED,C_HANDLER,HoldItemFormChange,,CFRU held-item form table,Canonical alternate form from Species_To_Pokdex_Table.c
721,SPECIES_ARCEUS,SPECIES_ARCEUS_FLYING,HELD_ITEM_DERIVED,,,false,true,false,existing_cfru_held_item,IMPLEMENTED_UNVERIFIED,C_HANDLER,HoldItemFormChange,,CFRU held-item form table,Canonical alternate form from Species_To_Pokdex_Table.c
722,SPECIES_ARCEUS,SPECIES_ARCEUS_POISON,HELD_ITEM_DERIVED,,,false,true,false,existing_cfru_held_item,IMPLEMENTED_UNVERIFIED,C_HANDLER,HoldItemFormChange,,CFRU held-item form table,Canonical alternate form from Species_To_Pokdex_Table.c
723,SPECIES_ARCEUS,SPECIES_ARCEUS_GROUND,HELD_ITEM_DERIVED,,,false,true,false,existing_cfru_held_item,IMPLEMENTED_UNVERIFIED,C_HANDLER,HoldItemFormChange,,CFRU held-item form table,Canonical alternate form from Species_To_Pokdex_Table.c
724,SPECIES_ARCEUS,SPECIES_ARCEUS_ROCK,HELD_ITEM_DERIVED,,,false,true,false,existing_cfru_held_item,IMPLEMENTED_UNVERIFIED,C_HANDLER,HoldItemFormChange,,CFRU held-item form table,Canonical alternate form from Species_To_Pokdex_Table.c
725,SPECIES_ARCEUS,SPECIES_ARCEUS_BUG,HELD_ITEM_DERIVED,,,false,true,false,existing_cfru_held_item,IMPLEMENTED_UNVERIFIED,C_HANDLER,HoldItemFormChange,,CFRU held-item form table,Canonical alternate form from Species_To_Pokdex_Table.c
726,SPECIES_ARCEUS,SPECIES_ARCEUS_GHOST,HELD_ITEM_DERIVED,,,false,true,false,existing_cfru_held_item,IMPLEMENTED_UNVERIFIED,C_HANDLER,HoldItemFormChange,,CFRU held-item form table,Canonical alternate form from Species_To_Pokdex_Table.c
727,SPECIES_ARCEUS,SPECIES_ARCEUS_STEEL,HELD_ITEM_DERIVED,,,false,true,false,existing_cfru_held_item,IMPLEMENTED_UNVERIFIED,C_HANDLER,HoldItemFormChange,,CFRU held-item form table,Canonical alternate form from Species_To_Pokdex_Table.c
728,SPECIES_ARCEUS,SPECIES_ARCEUS_FIRE,HELD_ITEM_DERIVED,,,false,true,false,existing_cfru_held_item,IMPLEMENTED_UNVERIFIED,C_HANDLER,HoldItemFormChange,,CFRU held-item form table,Canonical alternate form from Species_To_Pokdex_Table.c
729,SPECIES_ARCEUS,SPECIES_ARCEUS_WATER,HELD_ITEM_DERIVED,,,false,true,false,existing_cfru_held_item,IMPLEMENTED_UNVERIFIED,C_HANDLER,HoldItemFormChange,,CFRU held-item form table,Canonical alternate form from Species_To_Pokdex_Table.c
730,SPECIES_ARCEUS,SPECIES_ARCEUS_GRASS,HELD_ITEM_DERIVED,,,false,true,false,existing_cfru_held_item,IMPLEMENTED_UNVERIFIED,C_HANDLER,HoldItemFormChange,,CFRU held-item form table,Canonical alternate form from Species_To_Pokdex_Table.c
731,SPECIES_ARCEUS,SPECIES_ARCEUS_ELECTRIC,HELD_ITEM_DERIVED,,,false,true,false,existing_cfru_held_item,IMPLEMENTED_UNVERIFIED,C_HANDLER,HoldItemFormChange,,CFRU held-item form table,Canonical alternate form from Species_To_Pokdex_Table.c
732,SPECIES_ARCEUS,SPECIES_ARCEUS_PSYCHIC,HELD_ITEM_DERIVED,,,false,true,false,existing_cfru_held_item,IMPLEMENTED_UNVERIFIED,C_HANDLER,HoldItemFormChange,,CFRU held-item form table,Canonical alternate form from Species_To_Pokdex_Table.c
733,SPECIES_ARCEUS,SPECIES_ARCEUS_ICE,HELD_ITEM_DERIVED,,,false,true,false,existing_cfru_held_item,IMPLEMENTED_UNVERIFIED,C_HANDLER,HoldItemFormChange,,CFRU held-item form table,Canonical alternate form from Species_To_Pokdex_Table.c
734,SPECIES_ARCEUS,SPECIES_ARCEUS_DRAGON,HELD_ITEM_DERIVED,,,false,true,false,existing_cfru_held_item,IMPLEMENTED_UNVERIFIED,C_HANDLER,HoldItemFormChange,,CFRU held-item form table,Canonical alternate form from Species_To_Pokdex_Table.c
735,SPECIES_ARCEUS,SPECIES_ARCEUS_DARK,HELD_ITEM_DERIVED,,,false,true,false,existing_cfru_held_item,IMPLEMENTED_UNVERIFIED,C_HANDLER,HoldItemFormChange,,CFRU held-item form table,Canonical alternate form from Species_To_Pokdex_Table.c
736,SPECIES_BASCULIN_RED,SPECIES_BASCULIN_BLUE,ENCOUNTER_OR_EVOLUTION_LOCKED,,,false,false,false,research_preserve_encounter,NOT_IMPLEMENTED,PENDING,,,pending generated encounter/evolution binding,Canonical alternate form from Species_To_Pokdex_Table.c
737,SPECIES_DARMANITAN,SPECIES_DARMANITANZEN,BATTLE_ONLY,,,false,false,true,battle_engine,IMPLEMENTED_UNVERIFIED,BATTLE_ENGINE,DoFormChange,,CFRU battle form tables,Canonical alternate form from Species_To_Pokdex_Table.c
738,SPECIES_DEERLING,SPECIES_DEERLING_SUMMER,ENCOUNTER_OR_EVOLUTION_LOCKED,,,false,false,false,research_preserve_encounter,NOT_IMPLEMENTED,PENDING,,,pending generated encounter/evolution binding,Canonical alternate form from Species_To_Pokdex_Table.c
739,SPECIES_DEERLING,SPECIES_DEERLING_AUTUMN,ENCOUNTER_OR_EVOLUTION_LOCKED,,,false,false,false,research_preserve_encounter,NOT_IMPLEMENTED,PENDING,,,pending generated encounter/evolution binding,Canonical alternate form from Species_To_Pokdex_Table.c
740,SPECIES_DEERLING,SPECIES_DEERLING_WINTER,ENCOUNTER_OR_EVOLUTION_LOCKED,,,false,false,false,research_preserve_encounter,NOT_IMPLEMENTED,PENDING,,,pending generated encounter/evolution binding,Canonical alternate form from Species_To_Pokdex_Table.c
741,SPECIES_SAWSBUCK,SPECIES_SAWSBUCK_SUMMER,ENCOUNTER_OR_EVOLUTION_LOCKED,,,false,false,false,research_preserve_encounter,NOT_IMPLEMENTED,PENDING,,,pending generated encounter/evolution binding,Canonical alternate form from Species_To_Pokdex_Table.c
742,SPECIES_SAWSBUCK,SPECIES_SAWSBUCK_AUTUMN,ENCOUNTER_OR_EVOLUTION_LOCKED,,,false,false,false,research_preserve_encounter,NOT_IMPLEMENTED,PENDING,,,pending generated encounter/evolution binding,Canonical alternate form from Species_To_Pokdex_Table.c
743,SPECIES_SAWSBUCK,SPECIES_SAWSBUCK_WINTER,ENCOUNTER_OR_EVOLUTION_LOCKED,,,false,false,false,research_preserve_encounter,NOT_IMPLEMENTED,PENDING,,,pending generated encounter/evolution binding,Canonical alternate form from Species_To_Pokdex_Table.c
744,SPECIES_HIPPOPOTAS,SPECIES_HIPPOPOTAS_F,ENCOUNTER_OR_EVOLUTION_LOCKED,,,false,false,false,research_preserve_encounter,NOT_IMPLEMENTED,PENDING,,,pending generated encounter/evolution binding,Canonical alternate form from Species_To_Pokdex_Table.c
745,SPECIES_HIPPOWDON,SPECIES_HIPPOWDON_F,ENCOUNTER_OR_EVOLUTION_LOCKED,,,false,false,false,research_preserve_encounter,NOT_IMPLEMENTED,PENDING,,,pending generated encounter/evolution binding,Canonical alternate form from Species_To_Pokdex_Table.c
746,SPECIES_MELOETTA,SPECIES_MELOETTA_PIROUETTE,BATTLE_ONLY,,,false,false,true,battle_engine,IMPLEMENTED_UNVERIFIED,BATTLE_ENGINE,DoFormChange,,CFRU battle form tables,Canonical alternate form from Species_To_Pokdex_Table.c
747,SPECIES_GENESECT,SPECIES_GENESECT_SHOCK,HELD_ITEM_DERIVED,,,false,true,false,existing_cfru_held_item,IMPLEMENTED_UNVERIFIED,C_HANDLER,HoldItemFormChange,,CFRU held-item form table,Canonical alternate form from Species_To_Pokdex_Table.c
748,SPECIES_GENESECT,SPECIES_GENESECT_BURN,HELD_ITEM_DERIVED,,,false,true,false,existing_cfru_held_item,IMPLEMENTED_UNVERIFIED,C_HANDLER,HoldItemFormChange,,CFRU held-item form table,Canonical alternate form from Species_To_Pokdex_Table.c
749,SPECIES_GENESECT,SPECIES_GENESECT_CHILL,HELD_ITEM_DERIVED,,,false,true,false,existing_cfru_held_item,IMPLEMENTED_UNVERIFIED,C_HANDLER,HoldItemFormChange,,CFRU held-item form table,Canonical alternate form from Species_To_Pokdex_Table.c
750,SPECIES_GENESECT,SPECIES_GENESECT_DOUSE,HELD_ITEM_DERIVED,,,false,true,false,existing_cfru_held_item,IMPLEMENTED_UNVERIFIED,C_HANDLER,HoldItemFormChange,,CFRU held-item form table,Canonical alternate form from Species_To_Pokdex_Table.c
751,SPECIES_CHERRIM,SPECIES_CHERRIM_SUN,BATTLE_ONLY,,,false,false,true,battle_engine,IMPLEMENTED_UNVERIFIED,BATTLE_ENGINE,DoFormChange,,CFRU battle form tables,Canonical alternate form from Species_To_Pokdex_Table.c
752,SPECIES_KYUREM,SPECIES_KYUREM_BLACK,FUSION_FORM,,,false,true,false,existing_cfru_fusion_storage,IMPLEMENTED_UNVERIFIED,C_HANDLER,ItemUseCB_FormChangeItem,,CFRU fusion item switch,Canonical alternate form from Species_To_Pokdex_Table.c
753,SPECIES_KYUREM,SPECIES_KYUREM_WHITE,FUSION_FORM,,,false,true,false,existing_cfru_fusion_storage,IMPLEMENTED_UNVERIFIED,C_HANDLER,ItemUseCB_FormChangeItem,,CFRU fusion item switch,Canonical alternate form from Species_To_Pokdex_Table.c
754,SPECIES_TORNADUS,SPECIES_TORNADUS_THERIAN,KEY_ITEM_TOGGLE,,,false,true,false,existing_cfru_key_item,IMPLEMENTED_UNVERIFIED,C_HANDLER,ItemUseCB_FormChangeItem,,CFRU reusable form item switch,Canonical alternate form from Species_To_Pokdex_Table.c
755,SPECIES_THUNDURUS,SPECIES_THUNDURUS_THERIAN,KEY_ITEM_TOGGLE,,,false,true,false,existing_cfru_key_item,IMPLEMENTED_UNVERIFIED,C_HANDLER,ItemUseCB_FormChangeItem,,CFRU reusable form item switch,Canonical alternate form from Species_To_Pokdex_Table.c
756,SPECIES_LANDORUS,SPECIES_LANDORUS_THERIAN,KEY_ITEM_TOGGLE,,,false,true,false,existing_cfru_key_item,IMPLEMENTED_UNVERIFIED,C_HANDLER,ItemUseCB_FormChangeItem,,CFRU reusable form item switch,Canonical alternate form from Species_To_Pokdex_Table.c
757,SPECIES_KELDEO,SPECIES_KELDEO_RESOLUTE,KEY_ITEM_TOGGLE,,,false,true,false,existing_cfru_key_item,IMPLEMENTED_UNVERIFIED,C_HANDLER,ItemUseCB_FormChangeItem,,CFRU reusable form item switch,Canonical alternate form from Species_To_Pokdex_Table.c
829,SPECIES_HOOPA,SPECIES_HOOPA_UNBOUND,KEY_ITEM_TOGGLE,,,false,true,false,existing_cfru_key_item,IMPLEMENTED_UNVERIFIED,C_HANDLER,ItemUseCB_FormChangeItem,,CFRU reusable form item switch,Canonical alternate form from Species_To_Pokdex_Table.c
831,SPECIES_PYROAR,SPECIES_PYROAR_FEMALE,ENCOUNTER_OR_EVOLUTION_LOCKED,,,false,false,false,research_preserve_encounter,NOT_IMPLEMENTED,PENDING,,,pending generated encounter/evolution binding,Canonical alternate form from Species_To_Pokdex_Table.c
832,SPECIES_MEOWSTIC,SPECIES_MEOWSTIC_FEMALE,ENCOUNTER_OR_EVOLUTION_LOCKED,,,false,false,false,research_preserve_encounter,NOT_IMPLEMENTED,PENDING,,,pending generated encounter/evolution binding,Canonical alternate form from Species_To_Pokdex_Table.c
833,SPECIES_AEGISLASH,SPECIES_AEGISLASH_BLADE,BATTLE_ONLY,,,false,false,true,battle_engine,IMPLEMENTED_UNVERIFIED,BATTLE_ENGINE,DoFormChange,,CFRU battle form tables,Canonical alternate form from Species_To_Pokdex_Table.c
834,SPECIES_ARCEUS,SPECIES_ARCEUS_FAIRY,HELD_ITEM_DERIVED,,,false,true,false,existing_cfru_held_item,IMPLEMENTED_UNVERIFIED,C_HANDLER,HoldItemFormChange,,CFRU held-item form table,Canonical alternate form from Species_To_Pokdex_Table.c
835,SPECIES_ZYGARDE,SPECIES_ZYGARDE_CELL,UNSUPPORTED_PLACEHOLDER,,,false,false,false,excluded,NOT_IMPLEMENTED,INTENTIONAL_EXCLUSION,,,unsafe/non-obtainable internal slot,Canonical alternate form from Species_To_Pokdex_Table.c
836,SPECIES_ZYGARDE,SPECIES_ZYGARDE_CORE,UNSUPPORTED_PLACEHOLDER,,,false,false,false,excluded,NOT_IMPLEMENTED,INTENTIONAL_EXCLUSION,,,unsafe/non-obtainable internal slot,Canonical alternate form from Species_To_Pokdex_Table.c
837,SPECIES_ZYGARDE,SPECIES_ZYGARDE_10,KEY_ITEM_TOGGLE,,,false,true,false,existing_cfru_key_item,IMPLEMENTED_UNVERIFIED,C_HANDLER,ItemUseCB_FormChangeItem,,CFRU reusable form item switch,Canonical alternate form from Species_To_Pokdex_Table.c
838,SPECIES_ZYGARDE,SPECIES_ZYGARDE_COMPLETE,ENCOUNTER_OR_EVOLUTION_LOCKED,,,false,false,false,research_preserve_encounter,NOT_IMPLEMENTED,PENDING,,,pending generated encounter/evolution binding,Canonical alternate form from Species_To_Pokdex_Table.c
839,SPECIES_GRENINJA,SPECIES_ASHGRENINJA,BATTLE_ONLY,,,false,false,true,battle_engine,IMPLEMENTED_UNVERIFIED,BATTLE_ENGINE,DoFormChange,,CFRU battle form tables,Canonical alternate form from Species_To_Pokdex_Table.c
840,SPECIES_FLABEBE,SPECIES_FLABEBE_BLUE,ENCOUNTER_OR_EVOLUTION_LOCKED,,,false,false,false,research_preserve_encounter,NOT_IMPLEMENTED,PENDING,,,pending generated encounter/evolution binding,Canonical alternate form from Species_To_Pokdex_Table.c
841,SPECIES_FLABEBE,SPECIES_FLABEBE_ORANGE,ENCOUNTER_OR_EVOLUTION_LOCKED,,,false,false,false,research_preserve_encounter,NOT_IMPLEMENTED,PENDING,,,pending generated encounter/evolution binding,Canonical alternate form from Species_To_Pokdex_Table.c
842,SPECIES_FLABEBE,SPECIES_FLABEBE_YELLOW,ENCOUNTER_OR_EVOLUTION_LOCKED,,,false,false,false,research_preserve_encounter,NOT_IMPLEMENTED,PENDING,,,pending generated encounter/evolution binding,Canonical alternate form from Species_To_Pokdex_Table.c
843,SPECIES_FLABEBE,SPECIES_FLABEBE_WHITE,ENCOUNTER_OR_EVOLUTION_LOCKED,,,false,false,false,research_preserve_encounter,NOT_IMPLEMENTED,PENDING,,,pending generated encounter/evolution binding,Canonical alternate form from Species_To_Pokdex_Table.c
844,SPECIES_FLOETTE,SPECIES_FLOETTE_BLUE,ENCOUNTER_OR_EVOLUTION_LOCKED,,,false,false,false,research_preserve_encounter,NOT_IMPLEMENTED,PENDING,,,pending generated encounter/evolution binding,Canonical alternate form from Species_To_Pokdex_Table.c
845,SPECIES_FLOETTE,SPECIES_FLOETTE_ORANGE,ENCOUNTER_OR_EVOLUTION_LOCKED,,,false,false,false,research_preserve_encounter,NOT_IMPLEMENTED,PENDING,,,pending generated encounter/evolution binding,Canonical alternate form from Species_To_Pokdex_Table.c
